Timestamp,Date,Week,Month,Event_Type,Severity,Asset,Source
2024-05-09 09:53:00,2024-05-09,19,2024-05,Port Scan,Medium,Firewall,IDS
2024-06-23 01:35:00,2024-06-23,25,2024-06,Malware Detected,Critical,Web-Server,Firewall
2024-09-17 22:44:00,2024-09-17,38,2024-09,Port Scan,Low,DB-Server,EDR
2024-09-22 18:36:00,2024-09-22,38,2024-09,Port Scan,High,Web-Server,EDR
2024-02-09 07:32:00,2024-02-09,6,2024-02,Port Scan,Medium,Web-Server,SIEM
2024-07-19 06:07:00,2024-07-19,29,2024-07,Login Failure,High,Web-Server,IDS
2024-05-09 11:26:00,2024-05-09,19,2024-05,Port Scan,Medium,Endpoint,SIEM
2024-02-23 03:39:00,2024-02-23,8,2024-02,Malware Detected,Medium,Web-Server,Firewall
2024-01-08 06:45:00,2024-01-08,2,2024-01,Malware Detected,Critical,Web-Server,IDS
2024-03-19 02:49:00,2024-03-19,12,2024-03,Login Failure,Critical,DB-Server,SIEM
2024-06-23 04:19:00,2024-06-23,25,2024-06,Login Failure,Critical,Web-Server,Firewall
2024-02-27 10:16:00,2024-02-27,9,2024-02,Login Failure,Critical,Web-Server,EDR
2024-02-26 12:40:00,2024-02-26,9,2024-02,Port Scan,Critical,DB-Server,IDS
2024-10-03 19:43:00,2024-10-03,40,2024-10,Login Failure,Medium,Web-Server,Firewall
2024-11-29 14:47:00,2024-11-29,48,2024-11,Policy Violation,Medium,DB-Server,IDS
2024-06-24 21:06:00,2024-06-24,26,2024-06,Malware Detected,Medium,Endpoint,EDR
2024-10-25 23:46:00,2024-10-25,43,2024-10,Login Failure,Medium,Firewall,EDR
2024-02-28 05:12:00,2024-02-28,9,2024-02,Policy Violation,Low,DB-Server,Firewall
2024-03-29 09:13:00,2024-03-29,13,2024-03,Malware Detected,Medium,Endpoint,SIEM
2024-08-25 06:22:00,2024-08-25,34,2024-08,Policy Violation,Critical,DB-Server,IDS
2024-03-03 00:28:00,2024-03-03,9,2024-03,Port Scan,Medium,Endpoint,SIEM
2024-11-16 16:33:00,2024-11-16,46,2024-11,Malware Detected,Critical,Endpoint,IDS
2024-08-13 15:03:00,2024-08-13,33,2024-08,Malware Detected,Critical,DB-Server,SIEM
2024-02-08 17:01:00,2024-02-08,6,2024-02,Login Failure,Critical,DB-Server,Firewall
2024-10-28 01:41:00,2024-10-28,44,2024-10,Login Failure,Low,DB-Server,EDR
2024-03-09 06:00:00,2024-03-09,10,2024-03,Policy Violation,Low,Web-Server,Firewall
2024-03-05 03:00:00,2024-03-05,10,2024-03,Port Scan,Low,Web-Server,IDS
2024-06-17 13:29:00,2024-06-17,25,2024-06,Malware Detected,Critical,DB-Server,SIEM
2024-08-17 17:57:00,2024-08-17,33,2024-08,Login Failure,High,Web-Server,IDS
2024-10-03 04:06:00,2024-10-03,40,2024-10,Login Failure,High,Endpoint,SIEM
2024-08-20 23:42:00,2024-08-20,34,2024-08,Port Scan,Medium,Web-Server,Firewall
2024-02-12 14:38:00,2024-02-12,7,2024-02,Port Scan,Critical,Firewall,EDR
2024-06-09 12:57:00,2024-06-09,23,2024-06,Policy Violation,Medium,Web-Server,EDR
2024-09-10 04:16:00,2024-09-10,37,2024-09,Malware Detected,Critical,Web-Server,SIEM
2024-12-09 00:19:00,2024-12-09,50,2024-12,Port Scan,Medium,Endpoint,IDS
2024-04-19 13:59:00,2024-04-19,16,2024-04,Port Scan,Low,Web-Server,SIEM
2024-05-20 03:35:00,2024-05-20,21,2024-05,Policy Violation,Critical,Endpoint,Firewall
2024-03-12 07:46:00,2024-03-12,11,2024-03,Policy Violation,Low,DB-Server,IDS
2024-09-30 10:56:00,2024-09-30,40,2024-09,Port Scan,Medium,Firewall,SIEM
2024-06-17 21:34:00,2024-06-17,25,2024-06,Policy Violation,Critical,Web-Server,EDR
2024-12-08 07:58:00,2024-12-08,49,2024-12,Malware Detected,Critical,Web-Server,SIEM
2024-02-21 05:57:00,2024-02-21,8,2024-02,Malware Detected,Low,DB-Server,EDR
2024-05-27 13:24:00,2024-05-27,22,2024-05,Policy Violation,High,DB-Server,SIEM
2024-07-07 13:16:00,2024-07-07,27,2024-07,Login Failure,Medium,DB-Server,SIEM
2024-03-23 10:15:00,2024-03-23,12,2024-03,Login Failure,Critical,Endpoint,EDR
2024-06-29 07:50:00,2024-06-29,26,2024-06,Malware Detected,Critical,DB-Server,IDS
2024-11-01 10:18:00,2024-11-01,44,2024-11,Port Scan,Medium,Endpoint,Firewall
2024-03-11 11:50:00,2024-03-11,11,2024-03,Login Failure,Critical,Firewall,IDS
2024-06-08 09:59:00,2024-06-08,23,2024-06,Malware Detected,Medium,Endpoint,Firewall
2024-08-27 13:10:00,2024-08-27,35,2024-08,Port Scan,Low,Web-Server,SIEM
2024-07-16 10:43:00,2024-07-16,29,2024-07,Malware Detected,Medium,DB-Server,Firewall
2024-01-29 16:09:00,2024-01-29,5,2024-01,Login Failure,Low,DB-Server,SIEM
2024-01-11 10:33:00,2024-01-11,2,2024-01,Port Scan,Low,DB-Server,SIEM
2024-07-23 22:45:00,2024-07-23,30,2024-07,Malware Detected,Medium,DB-Server,SIEM
2024-09-16 15:16:00,2024-09-16,38,2024-09,Port Scan,Medium,Endpoint,EDR
2024-10-03 03:11:00,2024-10-03,40,2024-10,Login Failure,Critical,DB-Server,EDR
2024-06-06 13:55:00,2024-06-06,23,2024-06,Login Failure,Medium,Endpoint,EDR
2024-08-01 02:04:00,2024-08-01,31,2024-08,Login Failure,Low,DB-Server,IDS
2024-05-26 19:58:00,2024-05-26,21,2024-05,Login Failure,Critical,Endpoint,SIEM
2024-05-13 07:18:00,2024-05-13,20,2024-05,Port Scan,Critical,Endpoint,Firewall
2024-09-15 16:14:00,2024-09-15,37,2024-09,Login Failure,Critical,Web-Server,EDR
2024-01-05 17:36:00,2024-01-05,1,2024-01,Malware Detected,Critical,Web-Server,IDS
2024-02-01 01:16:00,2024-02-01,5,2024-02,Policy Violation,High,Web-Server,IDS
2024-08-02 01:55:00,2024-08-02,31,2024-08,Port Scan,Low,Endpoint,IDS
2024-09-21 22:30:00,2024-09-21,38,2024-09,Port Scan,Medium,DB-Server,Firewall
2024-07-13 21:27:00,2024-07-13,28,2024-07,Port Scan,Medium,DB-Server,Firewall
2024-09-14 20:49:00,2024-09-14,37,2024-09,Login Failure,Medium,Endpoint,SIEM
2024-08-26 20:16:00,2024-08-26,35,2024-08,Malware Detected,High,Endpoint,EDR
2024-03-27 03:50:00,2024-03-27,13,2024-03,Policy Violation,Low,DB-Server,EDR
2024-11-28 02:48:00,2024-11-28,48,2024-11,Malware Detected,Medium,Firewall,Firewall
2024-06-29 00:01:00,2024-06-29,26,2024-06,Policy Violation,Low,DB-Server,EDR
2024-07-21 06:38:00,2024-07-21,29,2024-07,Malware Detected,Critical,Endpoint,EDR
2024-05-12 01:04:00,2024-05-12,19,2024-05,Malware Detected,Low,Endpoint,EDR
2024-05-11 15:26:00,2024-05-11,19,2024-05,Login Failure,Low,Firewall,Firewall
2024-11-01 12:02:00,2024-11-01,44,2024-11,Port Scan,High,Firewall,Firewall
2024-03-24 06:14:00,2024-03-24,12,2024-03,Policy Violation,Critical,Endpoint,EDR
2024-04-26 11:02:00,2024-04-26,17,2024-04,Policy Violation,Medium,DB-Server,IDS
2024-05-04 22:15:00,2024-05-04,18,2024-05,Policy Violation,Medium,Endpoint,IDS
2024-01-16 03:36:00,2024-01-16,3,2024-01,Login Failure,Medium,Web-Server,IDS
2024-08-22 00:56:00,2024-08-22,34,2024-08,Port Scan,Medium,DB-Server,SIEM
2024-02-06 20:29:00,2024-02-06,6,2024-02,Login Failure,High,DB-Server,IDS
2024-03-04 09:32:00,2024-03-04,10,2024-03,Port Scan,High,DB-Server,IDS
2024-06-01 05:15:00,2024-06-01,22,2024-06,Login Failure,Low,Endpoint,Firewall
2024-04-15 07:21:00,2024-04-15,16,2024-04,Malware Detected,High,Endpoint,IDS
2024-06-27 10:26:00,2024-06-27,26,2024-06,Policy Violation,High,DB-Server,IDS
2024-07-19 15:17:00,2024-07-19,29,2024-07,Login Failure,Low,Firewall,EDR
2024-12-21 07:58:00,2024-12-21,51,2024-12,Malware Detected,Medium,Endpoint,IDS
2024-11-25 08:54:00,2024-11-25,48,2024-11,Port Scan,Medium,Firewall,Firewall
2024-01-26 13:12:00,2024-01-26,4,2024-01,Login Failure,Critical,DB-Server,SIEM
2024-01-02 09:19:00,2024-01-02,1,2024-01,Login Failure,High,Endpoint,IDS
2024-12-26 04:49:00,2024-12-26,52,2024-12,Login Failure,Critical,Web-Server,EDR
2024-09-11 05:24:00,2024-09-11,37,2024-09,Policy Violation,Medium,DB-Server,EDR
2024-02-13 18:22:00,2024-02-13,7,2024-02,Port Scan,Low,Endpoint,IDS
2024-05-15 10:47:00,2024-05-15,20,2024-05,Login Failure,Low,Firewall,IDS
2024-09-20 09:13:00,2024-09-20,38,2024-09,Port Scan,High,Endpoint,IDS
2024-03-23 07:43:00,2024-03-23,12,2024-03,Malware Detected,Critical,Endpoint,SIEM
2024-03-21 21:03:00,2024-03-21,12,2024-03,Port Scan,Low,Web-Server,Firewall
2024-04-15 23:14:00,2024-04-15,16,2024-04,Policy Violation,High,Endpoint,SIEM
2024-08-28 14:54:00,2024-08-28,35,2024-08,Port Scan,Critical,Web-Server,EDR
2024-10-22 22:17:00,2024-10-22,43,2024-10,Malware Detected,Medium,Web-Server,IDS
2024-09-24 06:04:00,2024-09-24,39,2024-09,Port Scan,Medium,Web-Server,IDS
2024-06-19 10:47:00,2024-06-19,25,2024-06,Port Scan,Critical,Endpoint,SIEM
2024-03-22 00:35:00,2024-03-22,12,2024-03,Policy Violation,Medium,Web-Server,EDR
2024-10-20 04:41:00,2024-10-20,42,2024-10,Malware Detected,Critical,Endpoint,IDS
2024-11-29 22:06:00,2024-11-29,48,2024-11,Port Scan,Medium,Endpoint,Firewall
2024-01-05 07:08:00,2024-01-05,1,2024-01,Policy Violation,High,Endpoint,IDS
2024-10-25 05:09:00,2024-10-25,43,2024-10,Login Failure,High,Endpoint,Firewall
2024-09-30 08:55:00,2024-09-30,40,2024-09,Policy Violation,Critical,Firewall,IDS
2024-04-18 04:42:00,2024-04-18,16,2024-04,Port Scan,High,Endpoint,EDR
2024-01-17 22:45:00,2024-01-17,3,2024-01,Port Scan,Low,Firewall,SIEM
2024-09-12 19:57:00,2024-09-12,37,2024-09,Malware Detected,Critical,Endpoint,EDR
2024-06-12 23:38:00,2024-06-12,24,2024-06,Policy Violation,Critical,Firewall,SIEM
2024-06-15 11:04:00,2024-06-15,24,2024-06,Policy Violation,High,Web-Server,EDR
2024-03-07 16:33:00,2024-03-07,10,2024-03,Policy Violation,Low,Web-Server,Firewall
2024-04-29 12:39:00,2024-04-29,18,2024-04,Policy Violation,Critical,DB-Server,IDS
2024-12-07 21:08:00,2024-12-07,49,2024-12,Login Failure,Critical,DB-Server,EDR
2024-05-25 21:52:00,2024-05-25,21,2024-05,Policy Violation,High,Firewall,IDS
2024-11-29 09:53:00,2024-11-29,48,2024-11,Malware Detected,Low,DB-Server,SIEM
2024-11-15 22:30:00,2024-11-15,46,2024-11,Port Scan,High,DB-Server,SIEM
2024-08-29 06:01:00,2024-08-29,35,2024-08,Policy Violation,Low,Firewall,Firewall
2024-03-08 18:11:00,2024-03-08,10,2024-03,Policy Violation,Medium,Firewall,EDR
2024-12-02 04:33:00,2024-12-02,49,2024-12,Policy Violation,Medium,Firewall,SIEM
2024-03-14 07:12:00,2024-03-14,11,2024-03,Policy Violation,Medium,Firewall,EDR
2024-01-01 19:38:00,2024-01-01,1,2024-01,Policy Violation,Medium,Web-Server,EDR
2024-07-22 06:14:00,2024-07-22,30,2024-07,Policy Violation,High,Firewall,EDR
2024-07-02 01:53:00,2024-07-02,27,2024-07,Port Scan,High,DB-Server,Firewall
2024-09-07 10:42:00,2024-09-07,36,2024-09,Port Scan,Low,Endpoint,Firewall
2024-12-23 15:11:00,2024-12-23,52,2024-12,Login Failure,Low,Endpoint,Firewall
2024-10-19 18:35:00,2024-10-19,42,2024-10,Login Failure,Low,Web-Server,EDR
2024-06-22 03:19:00,2024-06-22,25,2024-06,Login Failure,Medium,Web-Server,SIEM
2024-05-01 06:29:00,2024-05-01,18,2024-05,Port Scan,Critical,Web-Server,Firewall
2024-06-14 05:50:00,2024-06-14,24,2024-06,Malware Detected,Critical,Web-Server,SIEM
2024-12-24 21:03:00,2024-12-24,52,2024-12,Login Failure,Critical,Endpoint,EDR
2024-01-30 03:49:00,2024-01-30,5,2024-01,Policy Violation,High,Endpoint,Firewall
2024-10-15 05:08:00,2024-10-15,42,2024-10,Policy Violation,Critical,Firewall,Firewall
2024-08-23 04:07:00,2024-08-23,34,2024-08,Policy Violation,Medium,Firewall,IDS
2024-09-18 07:34:00,2024-09-18,38,2024-09,Port Scan,High,Endpoint,IDS
2024-02-02 01:27:00,2024-02-02,5,2024-02,Login Failure,Low,DB-Server,IDS
2024-11-25 12:11:00,2024-11-25,48,2024-11,Port Scan,Low,Firewall,EDR
2024-01-25 08:12:00,2024-01-25,4,2024-01,Port Scan,Low,Web-Server,IDS
2024-02-15 02:31:00,2024-02-15,7,2024-02,Login Failure,Low,Firewall,EDR
2024-01-20 02:36:00,2024-01-20,3,2024-01,Malware Detected,Critical,Firewall,EDR
2024-03-29 06:18:00,2024-03-29,13,2024-03,Policy Violation,High,Web-Server,EDR
2024-09-19 14:28:00,2024-09-19,38,2024-09,Policy Violation,Medium,Endpoint,Firewall
2024-01-26 18:39:00,2024-01-26,4,2024-01,Port Scan,High,DB-Server,SIEM
2024-01-10 23:37:00,2024-01-10,2,2024-01,Malware Detected,Medium,DB-Server,IDS
2024-09-27 07:38:00,2024-09-27,39,2024-09,Malware Detected,High,Endpoint,IDS
2024-09-08 14:16:00,2024-09-08,36,2024-09,Policy Violation,Low,Endpoint,Firewall
2024-02-19 02:35:00,2024-02-19,8,2024-02,Policy Violation,High,DB-Server,SIEM
2024-01-17 12:17:00,2024-01-17,3,2024-01,Malware Detected,Medium,Endpoint,Firewall
2024-01-10 19:42:00,2024-01-10,2,2024-01,Policy Violation,Medium,Firewall,SIEM
2024-06-28 17:19:00,2024-06-28,26,2024-06,Login Failure,Medium,DB-Server,Firewall
2024-08-07 15:23:00,2024-08-07,32,2024-08,Port Scan,Critical,Firewall,IDS
2024-06-13 21:31:00,2024-06-13,24,2024-06,Malware Detected,Low,DB-Server,Firewall
2024-09-28 11:19:00,2024-09-28,39,2024-09,Malware Detected,Critical,Firewall,SIEM
2024-11-16 16:02:00,2024-11-16,46,2024-11,Login Failure,Medium,DB-Server,SIEM
2024-08-14 00:55:00,2024-08-14,33,2024-08,Login Failure,Medium,DB-Server,IDS
2024-09-15 02:18:00,2024-09-15,37,2024-09,Policy Violation,High,DB-Server,EDR
2024-06-15 07:43:00,2024-06-15,24,2024-06,Malware Detected,Low,Endpoint,SIEM
2024-04-24 10:08:00,2024-04-24,17,2024-04,Port Scan,Medium,Firewall,EDR
2024-08-01 19:11:00,2024-08-01,31,2024-08,Port Scan,High,Endpoint,IDS
2024-08-19 11:45:00,2024-08-19,34,2024-08,Malware Detected,Critical,Firewall,SIEM
2024-09-26 03:32:00,2024-09-26,39,2024-09,Login Failure,High,Firewall,SIEM
2024-08-17 01:27:00,2024-08-17,33,2024-08,Port Scan,Critical,Web-Server,EDR
2024-02-23 06:25:00,2024-02-23,8,2024-02,Port Scan,High,Firewall,Firewall
2024-08-24 10:02:00,2024-08-24,34,2024-08,Login Failure,High,Web-Server,Firewall
2024-10-19 04:23:00,2024-10-19,42,2024-10,Malware Detected,Critical,Web-Server,IDS
2024-04-18 03:03:00,2024-04-18,16,2024-04,Login Failure,High,Endpoint,SIEM
2024-11-18 14:08:00,2024-11-18,47,2024-11,Login Failure,High,DB-Server,EDR
2024-11-09 04:03:00,2024-11-09,45,2024-11,Policy Violation,Medium,Web-Server,IDS
2024-05-08 01:36:00,2024-05-08,19,2024-05,Malware Detected,Low,DB-Server,IDS
2024-12-16 23:25:00,2024-12-16,51,2024-12,Port Scan,Critical,Endpoint,Firewall
2024-01-05 20:46:00,2024-01-05,1,2024-01,Login Failure,Medium,Firewall,SIEM
2024-10-31 05:43:00,2024-10-31,44,2024-10,Policy Violation,Medium,DB-Server,SIEM
2024-11-12 18:36:00,2024-11-12,46,2024-11,Malware Detected,High,Firewall,SIEM
2024-01-26 05:43:00,2024-01-26,4,2024-01,Policy Violation,Medium,DB-Server,EDR
2024-01-13 01:53:00,2024-01-13,2,2024-01,Login Failure,Low,Endpoint,SIEM
2024-10-31 08:59:00,2024-10-31,44,2024-10,Policy Violation,Medium,Endpoint,EDR
2024-04-25 17:26:00,2024-04-25,17,2024-04,Port Scan,High,Endpoint,EDR
2024-05-23 11:18:00,2024-05-23,21,2024-05,Policy Violation,Low,DB-Server,EDR
2024-11-25 21:33:00,2024-11-25,48,2024-11,Malware Detected,Critical,DB-Server,SIEM
2024-06-17 13:16:00,2024-06-17,25,2024-06,Port Scan,High,Endpoint,SIEM
2024-10-09 12:07:00,2024-10-09,41,2024-10,Policy Violation,Medium,Endpoint,SIEM
2024-07-05 00:33:00,2024-07-05,27,2024-07,Login Failure,Critical,Web-Server,IDS
2024-03-24 09:18:00,2024-03-24,12,2024-03,Policy Violation,High,DB-Server,Firewall
2024-01-23 01:20:00,2024-01-23,4,2024-01,Policy Violation,Critical,DB-Server,IDS
2024-04-15 23:12:00,2024-04-15,16,2024-04,Port Scan,Medium,DB-Server,EDR
2024-10-25 02:55:00,2024-10-25,43,2024-10,Login Failure,High,Web-Server,SIEM
2024-11-28 16:46:00,2024-11-28,48,2024-11,Policy Violation,Low,Endpoint,EDR
2024-12-27 01:06:00,2024-12-27,52,2024-12,Malware Detected,Medium,DB-Server,SIEM
2024-01-11 08:46:00,2024-01-11,2,2024-01,Login Failure,High,Web-Server,EDR
2024-02-27 09:29:00,2024-02-27,9,2024-02,Policy Violation,Low,Endpoint,IDS
2024-11-23 14:11:00,2024-11-23,47,2024-11,Policy Violation,Critical,Endpoint,SIEM
2024-01-20 02:02:00,2024-01-20,3,2024-01,Malware Detected,Medium,Firewall,EDR
2024-09-12 04:47:00,2024-09-12,37,2024-09,Policy Violation,Low,DB-Server,SIEM
2024-07-12 02:08:00,2024-07-12,28,2024-07,Policy Violation,High,DB-Server,IDS
2024-08-20 06:33:00,2024-08-20,34,2024-08,Login Failure,Low,DB-Server,SIEM
2024-09-10 14:49:00,2024-09-10,37,2024-09,Port Scan,Medium,Firewall,IDS
2024-07-16 22:02:00,2024-07-16,29,2024-07,Port Scan,Low,DB-Server,IDS
2024-03-15 22:10:00,2024-03-15,11,2024-03,Policy Violation,Critical,Endpoint,Firewall
2024-12-07 08:58:00,2024-12-07,49,2024-12,Policy Violation,Critical,Web-Server,Firewall
2024-10-25 12:52:00,2024-10-25,43,2024-10,Login Failure,High,Web-Server,Firewall
2024-04-29 15:40:00,2024-04-29,18,2024-04,Malware Detected,High,DB-Server,Firewall
2024-05-19 19:14:00,2024-05-19,20,2024-05,Login Failure,Low,Web-Server,EDR
2024-07-06 02:48:00,2024-07-06,27,2024-07,Malware Detected,Low,Firewall,IDS
2024-06-29 04:08:00,2024-06-29,26,2024-06,Policy Violation,Critical,Web-Server,Firewall
2024-07-18 06:01:00,2024-07-18,29,2024-07,Malware Detected,Critical,Firewall,SIEM
2024-02-29 15:30:00,2024-02-29,9,2024-02,Port Scan,Medium,Firewall,SIEM
2024-08-03 17:34:00,2024-08-03,31,2024-08,Login Failure,Low,DB-Server,Firewall
2024-05-29 09:12:00,2024-05-29,22,2024-05,Policy Violation,Medium,Web-Server,SIEM
2024-01-05 12:34:00,2024-01-05,1,2024-01,Malware Detected,Low,Firewall,IDS
2024-07-09 03:35:00,2024-07-09,28,2024-07,Login Failure,High,Endpoint,Firewall
2024-04-15 11:21:00,2024-04-15,16,2024-04,Malware Detected,Medium,Web-Server,SIEM
2024-08-02 20:51:00,2024-08-02,31,2024-08,Policy Violation,Medium,Firewall,EDR
2024-02-14 16:46:00,2024-02-14,7,2024-02,Login Failure,High,Web-Server,IDS
2024-12-03 14:17:00,2024-12-03,49,2024-12,Port Scan,High,DB-Server,Firewall
2024-01-04 08:15:00,2024-01-04,1,2024-01,Port Scan,Medium,Web-Server,IDS
2024-11-05 03:16:00,2024-11-05,45,2024-11,Port Scan,Medium,Firewall,Firewall
2024-10-11 19:19:00,2024-10-11,41,2024-10,Policy Violation,Low,Endpoint,Firewall
2024-08-09 12:09:00,2024-08-09,32,2024-08,Policy Violation,High,Web-Server,IDS
2024-03-11 05:41:00,2024-03-11,11,2024-03,Port Scan,High,Firewall,IDS
2024-05-25 14:59:00,2024-05-25,21,2024-05,Policy Violation,Critical,Endpoint,EDR
2024-05-17 00:22:00,2024-05-17,20,2024-05,Malware Detected,Medium,Web-Server,EDR
2024-06-05 00:09:00,2024-06-05,23,2024-06,Malware Detected,High,Firewall,SIEM
2024-05-19 16:46:00,2024-05-19,20,2024-05,Malware Detected,Medium,Endpoint,Firewall
2024-12-24 17:28:00,2024-12-24,52,2024-12,Login Failure,Low,Endpoint,Firewall
2024-12-05 12:34:00,2024-12-05,49,2024-12,Policy Violation,Low,Web-Server,IDS
2024-01-25 12:35:00,2024-01-25,4,2024-01,Port Scan,High,DB-Server,EDR
2024-07-31 15:10:00,2024-07-31,31,2024-07,Policy Violation,Critical,DB-Server,SIEM
2024-10-21 15:02:00,2024-10-21,43,2024-10,Login Failure,High,Firewall,EDR
2024-07-01 19:35:00,2024-07-01,27,2024-07,Policy Violation,High,Firewall,SIEM
2024-12-10 19:57:00,2024-12-10,50,2024-12,Malware Detected,Low,Endpoint,IDS
2024-06-12 12:13:00,2024-06-12,24,2024-06,Port Scan,Medium,Firewall,IDS
2024-11-23 03:43:00,2024-11-23,47,2024-11,Policy Violation,Medium,Endpoint,SIEM
2024-08-25 08:59:00,2024-08-25,34,2024-08,Malware Detected,Low,Web-Server,SIEM
2024-07-13 07:05:00,2024-07-13,28,2024-07,Port Scan,High,Web-Server,SIEM
2024-09-24 18:37:00,2024-09-24,39,2024-09,Malware Detected,High,Endpoint,SIEM
2024-07-15 13:28:00,2024-07-15,29,2024-07,Policy Violation,Medium,DB-Server,Firewall
2024-06-19 16:59:00,2024-06-19,25,2024-06,Malware Detected,Critical,Web-Server,Firewall
2024-01-11 05:38:00,2024-01-11,2,2024-01,Login Failure,Medium,Web-Server,SIEM
2024-10-10 10:24:00,2024-10-10,41,2024-10,Policy Violation,Medium,Endpoint,EDR
2024-05-20 02:04:00,2024-05-20,21,2024-05,Port Scan,Critical,Endpoint,EDR
2024-02-25 21:22:00,2024-02-25,8,2024-02,Malware Detected,Low,DB-Server,Firewall
2024-10-16 01:51:00,2024-10-16,42,2024-10,Port Scan,Medium,Web-Server,SIEM
2024-08-07 13:03:00,2024-08-07,32,2024-08,Policy Violation,Medium,Firewall,Firewall
2024-10-28 16:05:00,2024-10-28,44,2024-10,Policy Violation,High,Firewall,EDR
2024-11-07 11:18:00,2024-11-07,45,2024-11,Port Scan,Low,DB-Server,IDS
2024-10-30 11:57:00,2024-10-30,44,2024-10,Policy Violation,Critical,DB-Server,Firewall
2024-09-08 13:47:00,2024-09-08,36,2024-09,Login Failure,Medium,Firewall,Firewall
2024-03-26 17:23:00,2024-03-26,13,2024-03,Malware Detected,Medium,Firewall,Firewall
2024-09-24 12:55:00,2024-09-24,39,2024-09,Policy Violation,Low,Firewall,Firewall
2024-11-09 15:29:00,2024-11-09,45,2024-11,Malware Detected,Medium,Firewall,EDR
2024-10-14 15:05:00,2024-10-14,42,2024-10,Policy Violation,High,Web-Server,Firewall
2024-11-26 18:08:00,2024-11-26,48,2024-11,Policy Violation,High,Firewall,SIEM
2024-05-27 10:13:00,2024-05-27,22,2024-05,Malware Detected,Critical,Firewall,IDS
2024-11-20 07:13:00,2024-11-20,47,2024-11,Policy Violation,High,Endpoint,EDR
2024-10-08 19:42:00,2024-10-08,41,2024-10,Port Scan,High,Endpoint,EDR
2024-06-10 02:56:00,2024-06-10,24,2024-06,Login Failure,Low,Web-Server,Firewall
2024-10-02 07:35:00,2024-10-02,40,2024-10,Malware Detected,Medium,Endpoint,SIEM
2024-11-10 11:50:00,2024-11-10,45,2024-11,Policy Violation,High,Firewall,SIEM
2024-07-27 01:47:00,2024-07-27,30,2024-07,Policy Violation,Medium,Web-Server,IDS
2024-10-09 04:39:00,2024-10-09,41,2024-10,Malware Detected,Critical,Firewall,EDR
2024-05-31 17:21:00,2024-05-31,22,2024-05,Policy Violation,Critical,DB-Server,Firewall
2024-05-01 04:28:00,2024-05-01,18,2024-05,Login Failure,Critical,DB-Server,Firewall
2024-12-19 08:01:00,2024-12-19,51,2024-12,Login Failure,Low,Endpoint,Firewall
2024-04-23 03:56:00,2024-04-23,17,2024-04,Malware Detected,Medium,DB-Server,Firewall
2024-04-19 05:28:00,2024-04-19,16,2024-04,Port Scan,High,Firewall,Firewall
2024-01-03 07:02:00,2024-01-03,1,2024-01,Policy Violation,Medium,Firewall,Firewall
2024-07-06 14:33:00,2024-07-06,27,2024-07,Malware Detected,Low,Web-Server,SIEM
2024-01-25 22:08:00,2024-01-25,4,2024-01,Port Scan,Medium,Endpoint,SIEM
2024-11-30 13:29:00,2024-11-30,48,2024-11,Policy Violation,High,Endpoint,EDR
2024-05-14 10:10:00,2024-05-14,20,2024-05,Login Failure,Medium,Firewall,SIEM
2024-02-21 07:16:00,2024-02-21,8,2024-02,Policy Violation,High,Web-Server,SIEM
2024-07-08 11:51:00,2024-07-08,28,2024-07,Login Failure,Low,Firewall,EDR
2024-05-20 08:27:00,2024-05-20,21,2024-05,Port Scan,Low,DB-Server,Firewall
2024-09-19 11:26:00,2024-09-19,38,2024-09,Login Failure,Low,Firewall,SIEM
2024-10-08 23:54:00,2024-10-08,41,2024-10,Malware Detected,Low,Endpoint,EDR
2024-09-26 16:29:00,2024-09-26,39,2024-09,Malware Detected,Low,DB-Server,SIEM
2024-01-30 09:26:00,2024-01-30,5,2024-01,Port Scan,Low,Web-Server,EDR
2024-01-21 20:52:00,2024-01-21,3,2024-01,Policy Violation,Medium,DB-Server,IDS
2024-03-07 04:35:00,2024-03-07,10,2024-03,Login Failure,Critical,DB-Server,IDS
2024-06-11 20:07:00,2024-06-11,24,2024-06,Port Scan,Critical,DB-Server,SIEM
2024-04-10 17:12:00,2024-04-10,15,2024-04,Malware Detected,Medium,Web-Server,SIEM
2024-06-21 23:27:00,2024-06-21,25,2024-06,Malware Detected,Medium,DB-Server,IDS
2024-01-25 01:13:00,2024-01-25,4,2024-01,Port Scan,Critical,Firewall,IDS
2024-02-16 21:33:00,2024-02-16,7,2024-02,Policy Violation,Critical,Web-Server,EDR
2024-08-26 08:09:00,2024-08-26,35,2024-08,Policy Violation,Critical,Web-Server,Firewall
2024-07-03 17:40:00,2024-07-03,27,2024-07,Port Scan,Critical,Web-Server,SIEM
2024-07-29 03:48:00,2024-07-29,31,2024-07,Malware Detected,Critical,DB-Server,EDR
2024-03-18 00:19:00,2024-03-18,12,2024-03,Port Scan,High,DB-Server,SIEM
2024-08-03 11:27:00,2024-08-03,31,2024-08,Malware Detected,Low,Web-Server,Firewall
2024-10-03 06:29:00,2024-10-03,40,2024-10,Port Scan,High,Firewall,SIEM
2024-04-21 13:51:00,2024-04-21,16,2024-04,Malware Detected,High,DB-Server,IDS
2024-11-27 01:22:00,2024-11-27,48,2024-11,Policy Violation,Low,DB-Server,SIEM
2024-02-09 01:40:00,2024-02-09,6,2024-02,Policy Violation,Low,Firewall,EDR
2024-11-23 01:01:00,2024-11-23,47,2024-11,Policy Violation,Critical,Endpoint,EDR
